2024-06-24 12:52:52,278 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.3039922024830277, accuracy: 0.10761904761904761
2024-06-24 13:06:23,452 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.305015779403319, accuracy: 0.10057142857142858
2024-06-24 13:06:23,475 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.3058038619627435, accuracy: 0.09638095238095239
2024-06-24 13:06:23,514 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.303828477859497, accuracy: 0.10761904761904761
2024-06-24 13:06:23,877 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.3054121287472276, accuracy: 0.10323809523809524
2024-06-24 13:06:23,991 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.306201679160796, accuracy: 0.1
2024-06-24 13:06:24,414 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.3044936656951904, accuracy: 0.09885714285714285
2024-06-24 13:06:24,817 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.3048409553895515, accuracy: 0.10266666666666667
2024-06-24 13:06:25,715 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.305030182183507, accuracy: 0.10076190476190476
2024-06-24 13:06:25,737 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.306538084903395, accuracy: 0.09333333333333334
2024-06-24 13:06:25,745 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.3038155515509917, accuracy: 0.10742857142857143
2024-06-24 13:06:25,770 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.3055190178285163, accuracy: 0.096
2024-06-24 13:06:26,066 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.3054026695619148, accuracy: 0.10304761904761905
2024-06-24 13:20:08,632 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.3056110416550233, accuracy: 0.09619047619047619
2024-06-24 13:20:08,759 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.3048418315060166, accuracy: 0.10057142857142858
2024-06-24 13:20:08,794 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.303670814238399, accuracy: 0.10780952380952381
2024-06-24 13:20:08,871 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.306346772665001, accuracy: 0.09333333333333334
2024-06-24 13:20:08,900 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.306036719356675, accuracy: 0.1
2024-06-24 13:20:08,954 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.3045795739415182, accuracy: 0.10266666666666667
2024-06-24 13:20:08,983 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.3052263432238473, accuracy: 0.10323809523809524
2024-06-24 13:20:09,057 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.3046178645398245, accuracy: 0.09885714285714285
2024-06-24 13:20:11,025 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.3053273867411788, accuracy: 0.096
2024-06-24 13:20:11,159 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.3048570098647154, accuracy: 0.10076190476190476
2024-06-24 13:20:11,173 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.3063238442662253, accuracy: 0.09333333333333334
2024-06-24 13:20:11,250 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.303657255977033, accuracy: 0.10742857142857143
2024-06-24 13:20:11,296 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.3059619708233567, accuracy: 0.1
2024-06-24 13:20:11,364 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.305218725319368, accuracy: 0.10285714285714286
2024-06-24 13:20:11,395 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.3046156038720924, accuracy: 0.10266666666666667
2024-06-24 13:20:11,780 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.3043007132518722, accuracy: 0.09885714285714285
2024-06-24 13:34:00,855 - model_logger - INFO - [ITERATION 3 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.3061339481767402, accuracy: 0.09333333333333334
2024-06-24 13:34:01,454 - model_logger - INFO - [ITERATION 3 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.305424357035074, accuracy: 0.09619047619047619
2024-06-24 13:34:01,518 - model_logger - INFO - [ITERATION 3 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.3044261846197656, accuracy: 0.09885714285714285
2024-06-24 13:34:01,520 - model_logger - INFO - [ITERATION 3 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.3046750447836266, accuracy: 0.10057142857142858
2024-06-24 13:34:01,556 - model_logger - INFO - [ITERATION 3 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.3043599358524185, accuracy: 0.10247619047619047
2024-06-24 13:34:01,572 - model_logger - INFO - [ITERATION 3 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.3058009951947684, accuracy: 0.0998095238095238
2024-06-24 13:34:01,587 - model_logger - INFO - [ITERATION 3 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.30351877787027, accuracy: 0.10780952380952381
2024-06-24 13:34:01,662 - model_logger - INFO - [ITERATION 3 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.3050474862018264, accuracy: 0.10323809523809524
2024-06-24 13:34:03,347 - model_logger - INFO - [ITERATION 3 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.3061174226094443, accuracy: 0.09333333333333334
2024-06-24 13:34:03,720 - model_logger - INFO - [ITERATION 3 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.3051415839827203, accuracy: 0.096
2024-06-24 13:34:03,770 - model_logger - INFO - [ITERATION 3 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.3041133880615234, accuracy: 0.09885714285714285
2024-06-24 13:34:03,879 - model_logger - INFO - [ITERATION 3 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.303504561803427, accuracy: 0.10742857142857143
2024-06-24 13:34:03,905 - model_logger - INFO - [ITERATION 3 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.3057291565171205, accuracy: 0.0998095238095238
2024-06-24 13:34:03,910 - model_logger - INFO - [ITERATION 3 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.304396448365177, accuracy: 0.10285714285714286
2024-06-24 13:34:03,917 - model_logger - INFO - [ITERATION 3 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.305041617657765, accuracy: 0.10285714285714286
2024-06-24 13:34:03,935 - model_logger - INFO - [ITERATION 3 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.3046906195491195, accuracy: 0.10095238095238095
2024-06-24 13:47:48,980 - model_logger - INFO - [ITERATION 4 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.3045150199568414, accuracy: 0.10076190476190476
2024-06-24 13:47:49,201 - model_logger - INFO - [ITERATION 4 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.3059286410550035, accuracy: 0.09333333333333334
2024-06-24 13:47:49,238 - model_logger - INFO - [ITERATION 4 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.305243431803692, accuracy: 0.09619047619047619
2024-06-24 13:47:49,273 - model_logger - INFO - [ITERATION 4 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.3042401348251893, accuracy: 0.09885714285714285
2024-06-24 13:47:49,311 - model_logger - INFO - [ITERATION 4 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.3048749831785638, accuracy: 0.10323809523809524
2024-06-24 13:47:49,462 - model_logger - INFO - [ITERATION 4 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.3041466086743827, accuracy: 0.10247619047619047
2024-06-24 13:47:49,474 - model_logger - INFO - [ITERATION 4 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.3055722024067338, accuracy: 0.1
2024-06-24 13:47:49,525 - model_logger - INFO - [ITERATION 4 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.3033716994595816, accuracy: 0.10780952380952381
2024-06-24 13:47:51,257 - model_logger - INFO - [ITERATION 4 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.3045312755079155, accuracy: 0.10076190476190476
2024-06-24 13:47:51,497 - model_logger - INFO - [ITERATION 4 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.3059180472270553, accuracy: 0.09352380952380952
2024-06-24 13:47:51,545 - model_logger - INFO - [ITERATION 4 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.3049612935767114, accuracy: 0.096
2024-06-24 13:47:51,565 - model_logger - INFO - [ITERATION 4 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.3039318394948203, accuracy: 0.09885714285714285
2024-06-24 13:47:51,592 - model_logger - INFO - [ITERATION 4 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.304870510675821, accuracy: 0.10266666666666667
2024-06-24 13:47:51,743 - model_logger - INFO - [ITERATION 4 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.3055030006960213, accuracy: 0.0998095238095238
2024-06-24 13:47:51,755 - model_logger - INFO - [ITERATION 4 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.304183305027973, accuracy: 0.10266666666666667
2024-06-24 13:47:51,875 - model_logger - INFO - [ITERATION 4 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.303356650363968, accuracy: 0.10761904761904761
2024-06-24 14:01:25,326 - model_logger - INFO - [ITERATION 5 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.304361524352108, accuracy: 0.10076190476190476
2024-06-24 14:01:25,333 - model_logger - INFO - [ITERATION 5 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.3039393022835974, accuracy: 0.10247619047619047
2024-06-24 14:01:25,484 - model_logger - INFO - [ITERATION 5 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.305349829685257, accuracy: 0.0998095238095238
2024-06-24 14:01:25,491 - model_logger - INFO - [ITERATION 5 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.3047087020184622, accuracy: 0.10361904761904762
2024-06-24 14:01:25,530 - model_logger - INFO - [ITERATION 5 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.3057303170123733, accuracy: 0.09352380952380952
2024-06-24 14:01:25,550 - model_logger - INFO - [ITERATION 5 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.3032293348427277, accuracy: 0.10761904761904761
2024-06-24 14:01:25,659 - model_logger - INFO - [ITERATION 5 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.3040593101317626, accuracy: 0.09866666666666667
2024-06-24 14:01:25,826 - model_logger - INFO - [ITERATION 5 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.30506780923131, accuracy: 0.0958095238095238
2024-06-24 14:01:27,590 - model_logger - INFO - [ITERATION 5 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.304378176309976, accuracy: 0.10114285714285715
2024-06-24 14:01:27,640 - model_logger - INFO - [ITERATION 5 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.303976372063878, accuracy: 0.10285714285714286
2024-06-24 14:01:27,790 - model_logger - INFO - [ITERATION 5 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.305725580238434, accuracy: 0.09333333333333334
2024-06-24 14:01:27,810 - model_logger - INFO - [ITERATION 5 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.303213648049228, accuracy: 0.10761904761904761
2024-06-24 14:01:27,833 - model_logger - INFO - [ITERATION 5 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.3047049533889954, accuracy: 0.10285714285714286
2024-06-24 14:01:27,839 - model_logger - INFO - [ITERATION 5 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.3052826530962105, accuracy: 0.09961904761904762
2024-06-24 14:01:27,895 - model_logger - INFO - [ITERATION 5 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.3037549932319, accuracy: 0.09942857142857142
2024-06-24 14:01:28,097 - model_logger - INFO - [ITERATION 5 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.30478613060641, accuracy: 0.096
2024-06-24 14:15:00,589 - model_logger - INFO - [ITERATION 6 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.303091623696936, accuracy: 0.10742857142857143
2024-06-24 14:15:00,608 - model_logger - INFO - [ITERATION 6 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.3042142132678665, accuracy: 0.10095238095238095
2024-06-24 14:15:00,900 - model_logger - INFO - [ITERATION 6 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.305133385830615, accuracy: 0.10057142857142858
2024-06-24 14:15:01,025 - model_logger - INFO - [ITERATION 6 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.304548321000065, accuracy: 0.10323809523809524
2024-06-24 14:15:01,026 - model_logger - INFO - [ITERATION 6 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.3038829521960524, accuracy: 0.09866666666666667
2024-06-24 14:15:01,102 - model_logger - INFO - [ITERATION 6 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.305539234575019, accuracy: 0.09409523809523809
2024-06-24 14:15:01,332 - model_logger - INFO - [ITERATION 6 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.3048966706517233, accuracy: 0.0958095238095238
2024-06-24 14:15:01,398 - model_logger - INFO - [ITERATION 6 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.3037374795201315, accuracy: 0.10228571428571429
2024-06-24 14:15:03,153 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.3030742651008698, accuracy: 0.10761904761904761
2024-06-24 14:15:03,283 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.3042307876678834, accuracy: 0.10114285714285715
2024-06-24 14:15:03,513 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.3045449256896973, accuracy: 0.10266666666666667
2024-06-24 14:15:03,521 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.305068254470825, accuracy: 0.09904761904761905
2024-06-24 14:15:03,530 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.303582590746592, accuracy: 0.09923809523809524
2024-06-24 14:15:03,571 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.305539921105626, accuracy: 0.09333333333333334
2024-06-24 14:15:03,836 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.304615609617118, accuracy: 0.09619047619047619
2024-06-24 14:15:04,027 - model_logger - INFO - [ITERATION 6 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.303774144276079, accuracy: 0.10285714285714286
2024-06-24 14:28:52,218 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.3053544343235983, accuracy: 0.09466666666666666
2024-06-24 14:28:52,307 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.304393504039351, accuracy: 0.10323809523809524
2024-06-24 14:28:52,337 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.302957799061235, accuracy: 0.10761904761904761
2024-06-24 14:28:52,340 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.3035408933478667, accuracy: 0.10171428571428572
2024-06-24 14:28:52,397 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.3047302803361274, accuracy: 0.0958095238095238
2024-06-24 14:28:52,401 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.303711035165442, accuracy: 0.09904761904761905
2024-06-24 14:28:52,428 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.30492261518915, accuracy: 0.10057142857142858
2024-06-24 14:28:52,436 - model_logger - INFO - [ITERATION 7 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.3040733337402344, accuracy: 0.10076190476190476
2024-06-24 14:28:54,467 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.3053600845566713, accuracy: 0.09371428571428571
2024-06-24 14:28:54,563 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.3043902667171983, accuracy: 0.10285714285714286
2024-06-24 14:28:54,641 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.302938676742186, accuracy: 0.10761904761904761
2024-06-24 14:28:54,657 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.3044493657996856, accuracy: 0.0958095238095238
2024-06-24 14:28:54,680 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.30341475842947, accuracy: 0.0998095238095238
2024-06-24 14:28:54,694 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.303577066904091, accuracy: 0.10247619047619047
2024-06-24 14:28:54,696 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.3048592906400382, accuracy: 0.09923809523809524
2024-06-24 14:28:54,698 - model_logger - INFO - [ITERATION 7 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.3040891124541503, accuracy: 0.10114285714285715
2024-06-24 14:42:04,200 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.3028279356209627, accuracy: 0.10761904761904761
2024-06-24 14:42:06,326 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.304567954626428, accuracy: 0.09561904761904762
2024-06-24 14:42:06,407 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.304243808769318, accuracy: 0.10323809523809524
2024-06-24 14:42:06,475 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.3035436308527566, accuracy: 0.09923809523809524
2024-06-24 14:42:06,479 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.3051754279309007, accuracy: 0.09466666666666666
2024-06-24 14:42:06,561 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.303348992244307, accuracy: 0.10114285714285715
2024-06-24 14:42:06,711 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.304717540740967, accuracy: 0.10057142857142858
2024-06-24 14:42:06,716 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.3028076958943564, accuracy: 0.10723809523809524
2024-06-24 14:42:06,717 - model_logger - INFO - [ITERATION 8 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.30393818487604, accuracy: 0.10057142857142858
2024-06-24 14:42:08,985 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.3042870745601425, accuracy: 0.0958095238095238
2024-06-24 14:42:09,011 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.3032517289540855, accuracy: 0.09923809523809524
2024-06-24 14:42:09,034 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.3051864526357995, accuracy: 0.09314285714285714
2024-06-24 14:42:09,117 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.30424065187753, accuracy: 0.10285714285714286
2024-06-24 14:42:09,142 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.303384803863893, accuracy: 0.10285714285714286
2024-06-24 14:42:09,192 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.3046555777630173, accuracy: 0.09866666666666667
2024-06-24 14:42:09,264 - model_logger - INFO - [ITERATION 8 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.303952576166176, accuracy: 0.10171428571428572
2024-06-24 14:54:39,391 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.305002585951104, accuracy: 0.09504761904761905
2024-06-24 14:54:40,335 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.304518300366689, accuracy: 0.10133333333333333
2024-06-24 14:54:40,507 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.302702010396015, accuracy: 0.10761904761904761
2024-06-24 14:54:40,565 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.303161575133542, accuracy: 0.10152380952380953
2024-06-24 14:54:40,700 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.3040988789983543, accuracy: 0.10323809523809524
2024-06-24 14:54:40,958 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.303380635847528, accuracy: 0.1
2024-06-24 14:54:40,999 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.3038081203598573, accuracy: 0.10019047619047619
2024-06-24 14:54:41,116 - model_logger - INFO - [ITERATION 9 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.304409822785711, accuracy: 0.09485714285714286
2024-06-24 14:54:41,737 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.3050188501197173, accuracy: 0.09295238095238095
2024-06-24 14:54:42,632 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.3044569894491906, accuracy: 0.09847619047619048
2024-06-24 14:54:42,812 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.302680141954537, accuracy: 0.10704761904761904
2024-06-24 14:54:42,930 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.303196760545294, accuracy: 0.10285714285714286
2024-06-24 14:54:42,968 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.3040961587285422, accuracy: 0.10247619047619047
2024-06-24 14:54:43,310 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.3030926922717727, accuracy: 0.09904761904761905
2024-06-24 14:54:43,375 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.303821816501847, accuracy: 0.10152380952380953
2024-06-24 14:54:43,454 - model_logger - INFO - [ITERATION 9 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.304128865161574, accuracy: 0.09542857142857143
2024-06-24 15:08:45,121 - model_logger - INFO - [ITERATION 10 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.302978957992002, accuracy: 0.10285714285714286
2024-06-24 15:08:45,187 - model_logger - INFO - [ITERATION 10 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.303683318287493, accuracy: 0.10114285714285715
2024-06-24 15:08:45,312 - model_logger - INFO - [ITERATION 10 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.3032217226832747, accuracy: 0.10019047619047619
